,Organisation Code,Name,Address,Postcode,Contact Telephone Number,Number of patients registered at the GP practice,loc,Point,Latitude,Longitude,Altitude
905,G85121,Parkview Surgery,"Parkview Surgery, 186 Brownhill Road, Catford, London, SE6 1AT",SE6 1AT,020 86986566,8318,"London Borough of Lewisham, London, Lewisham, Greater London, England, SE6 1AT, United Kingdom","(51.444864016390646, -0.0077327849302437236, 0.0)",51.444864016390646,-0.0077327849302437,0.0
906,G85123,Binfield Road Surgery,"Binfield Road Surgery, 1 Binfield Road, Kennington, London, SW4 6TB",SW4 6TB,020 76221424,12884,"London Borough of Lambeth, London, Brixton, Greater London, England, SW4 6TB, United Kingdom","(51.474463, -0.1254355, 0.0)",51.474463,-0.1254355,0.0
907,G85124,Bellingham Green Surgery,"The Bellingham Green Surg, 24 Bellingham Green, Catford, London, SE6 3JB",SE6 3JB,020 86977285,9949,"London Borough of Lewisham, London, Lewisham, Greater London, England, SE6 3JB, United Kingdom","(51.4304987, -0.0240287, 0.0)",51.4304987,-0.0240287,0.0
908,G85125,Park Medical Centre,"Park Medical Centre, 57 Hawkstone Road, London, SE16 2PE",SE16 2PE,020 72322243,14983,"London Borough of Southwark, London, Greater London, England, SE16 2PE, United Kingdom","(51.492402421370265, -0.04962692510169146, 0.0)",51.49240242137026,-0.0496269251016914,0.0
909,G85127,The Corner Surgery,"The Corner Surgery, 99 Coldharbour Lane, East Brixton, London, SE5 9NS",SE5 9NS,020 72744507,8643,"London Borough of Lambeth, London, Brixton, Greater London, England, SE5 9NS, United Kingdom","(51.469770539861756, -0.09556926676462979, 0.0)",51.469770539861756,-0.0955692667646297,0.0
910,G85129,The Deerbrook Surgery,"The Deerbrook Surgery, 216 Norwood Road, London, SE27 9AW",SE27 9AW,020 30496370,6003,"London Borough of Lambeth, London, Brixton, Greater London, England, SE27 9AW, United Kingdom","(51.43810856, -0.10607256000000001, 0.0)",51.43810856,-0.10607256,0.0
911,G85130,Mawbey Group Practice,"Mawbey Brough Hlth Ctre, 39 Wilcox Close, London, SW8 2UD",SW8 2UD,020 74115720,10681,"London Borough of Lambeth, London, Brixton, Greater London, England, SW8 2UD, United Kingdom","(51.4792833933115, -0.12523245212300857, 0.0)",51.4792833933115,-0.1252324521230085,0.0
912,G85132,Tessa Jowell GP Surgery,"Tessa Jowell Health Ctr, 72H East Dulwich Grove, London, SE22 8EY",SE22 8EY,020 81947600,13483,"London Borough of Southwark, London, Greater London, England, SE22 8EY, United Kingdom","(51.459127963646736, -0.08003753208302189, 0.0)",51.45912796364674,-0.0800375320830218,0.0
913,G85134,The Lister Primary Care Centre,"Lister Primary Care Ctre, 101 Peckham Road, London, SE15 5LJ",SE15 5LJ,020 30498390,11734,"London Borough of Southwark, London, Greater London, England, SE15 5LJ, United Kingdom","(51.47443583882088, -0.0752476685464075, 0.0)",51.47443583882089,-0.0752476685464075,0.0
914,G85135,Minet Green Health Practice,"Akerman Health Centre, 60 Patmos Road, London, SW9 6AF",SW9 6AF,020 30496690,7314,"London Borough of Lambeth, London, Brixton, Greater London, England, SW9 6AF, United Kingdom","(51.47571512303318, -0.10520401988351508, 0.0)",51.47571512303318,-0.105204019883515,0.0
915,G85136,Waterloo Health Centre,"Waterloo Health Centre, 5 Lower Marsh, Waterloo, London, SE1 7RJ",SE1 7RJ,020 79284049,4903,"London Borough of Lambeth, London, Brixton, Greater London, England, SE1 7RJ, United Kingdom","(51.500322071511825, -0.11346882643222422, 0.0)",51.50032207151183,-0.1134688264322242,0.0
916,G85137,Brockwell Park Surgery,"Brockwell Park Surgery, 117 Norwood Road, Norwood, London, SE24 9AE",SE24 9AE,020 86785400,14497,"London Borough of Lambeth, London, Brixton, Greater London, England, SE24 9AE, United Kingdom","(51.44878591677718, -0.1015410199643796, 0.0)",51.44878591677718,-0.1015410199643796,0.0
917,G85138,Albion Street Group Practice,"The Albion Street Hth Ctr, 87 Albion Street, Rotherhithe, London, SE16 7JX",SE16 7JX,020 30497148,5885,"London Borough of Southwark, London, Greater London, England, SE16 7JX, United Kingdom","(51.501007278798326, -0.05064276232619681, 0.0)",51.50100727879833,-0.0506427623261968,0.0
918,G85623,Bermondsey Spa Medical Centre,"Eyot House, 50 Old Jamaica Road, London, SE16 4BL",SE16 4BL,020 34746000,5109,"London Borough of Southwark, London, Greater London, England, SE16 4BL, United Kingdom","(51.49700605489631, -0.06915367425731911, 0.0)",51.49700605489632,-0.0691536742573191,0.0
919,G85632,The Villa Street Medical Centre,"The Villa Street Med Ctr, 47 Villa Street, London, SE17 2EL",SE17 2EL,020 77037393,7585,"London Borough of Southwark, London, Greater London, England, SE17 2EL, United Kingdom","(51.48657239999999, -0.08825210000000001, 0.0)",51.48657239999999,-0.08825210000000001,0.0
920,G85633,Novum Health Partnership,"The Primary Care Centre, Hawstead Road, Lewisham, London, SE6 4JH",SE6 4JH,020 71387150,9847,"London Borough of Lewisham, London, Lewisham, Greater London, England, SE6 4JH, United Kingdom","(51.4495854, -0.0181825, 0.0)",51.4495854,-0.018182499999999997,0.0
921,G85642,Blackfriars Medical Practice,"Blackfriars Medical Pract, 45 Colombo Street, London, SE1 8EE",SE1 8EE,020 79286216,9099,"London Borough of Southwark, London, Greater London, England, SE1 8EE, United Kingdom","(51.50536389432644, -0.10577552877489065, 0.0)",51.505363894326436,-0.1057755287748906,0.0
922,G85644,The Gardens Surgery,"The Surgery, The Gardens, London, SE22 9QU",SE22 9QU,020 86934715,7921,"London Borough of Southwark, London, Greater London, England, SE22 9QU, United Kingdom","(51.4606231906106, -0.06691657051082968, 0.0)",51.4606231906106,-0.0669165705108296,0.0
923,G85647,The Exchange Surgery,"The Exchange Surgery, 2-8 Gracefield Gardens, Streatham, London, SW16 2ST",SW16 2ST,020 30494888,2583,"London Borough of Lambeth, London, Brixton, Greater London, England, SW16 2ST, United Kingdom","(51.43257014038855, -0.12786733508503254, 0.0)",51.43257014038855,-0.1278673350850325,0.0
924,G85651,The Dulwich Medical Centre,"The Dulwich Medical Ctr, 163-169 Crystal Palace Rd, East Dulwich, London, SE22 9EP",SE22 9EP,020 86932727,9866,"London Borough of Southwark, London, Greater London, England, SE22 9EP, United Kingdom","(51.45523420558922, -0.07160870343446545, 0.0)",51.45523420558922,-0.0716087034344654,0.0
925,G85662,The Streatham Hill Group Practice,"Streatham Hill Group Prac, 6 Leigham Court Road, London, SW16 2PG",SW16 2PG,020 30495120,5656,"London Borough of Lambeth, London, Brixton, Greater London, England, SW16 2PG, United Kingdom","(51.43731568541616, -0.12640457168865005, 0.0)",51.437315685416145,-0.12640457168865,0.0
926,G85673,Springfield Medical Centre,"Springfield Medical Ctr, 110 Union Road, Stockwell, London, SW8 2SH",SW8 2SH,020 30494600,9439,"London Borough of Lambeth, London, Brixton, Greater London, England, SW8 2SH, United Kingdom","(51.470825071517034, -0.13335449957285767, 0.0)",51.47082507151704,-0.1333544995728576,0.0
927,G85674,Grafton Square Surgery,"8B Grafton Square, Clapham, London, SW4 0DE",SW4 0DE,020 76225642,3565,"London Borough of Lambeth, London, Brixton, Greater London, England, SW4 0DE, United Kingdom","(51.464144075, -0.13979048153004078, 0.0)",51.464144075,-0.1397904815300407,0.0
928,G85681,The Lordship Lane Surgery,"The Lordship Lane Surgery, 417 Lordship Lane, East Dulwich, London, SE22 8JN",SE22 8JN,020 86932912,4637,"London Borough of Southwark, London, Greater London, England, SE22 8JN, United Kingdom","(51.448697054105054, -0.07358228316159227, 0.0)",51.44869705410506,-0.0735822831615922,0.0
929,G85685,The Nunhead Surgery,"The Nunhead Surgery, 58 Nunhead Grove, Nunhead, London, SE15 3LY",SE15 3LY,020 76392715,1657,"London Borough of Southwark, London, Greater London, England, SE15 3LY, United Kingdom","(51.46408775128619, -0.057946428627896646, 0.0)",51.46408775128619,-0.0579464286278966,0.0
930,G85690,Herne Hill Road Medical Practice,"Herne Hill Road Med Pract, 1-3 Herne Hill Road, London, SE24 0AU",SE24 0AU,020 77379393,2389,"London Borough of Lambeth, London, Brixton, Greater London, England, SE24 0AU, United Kingdom","(51.465549064267734, -0.10048542407834579, 0.0)",51.465549064267734,-0.1004854240783457,0.0
931,G85695,Akerman Medical Practice,"Akerman Health Centre, 60 Patmos Road, London, SW9 6AF",SW9 6AF,020 30496500,11448,"London Borough of Lambeth, London, Brixton, Greater London, England, SW9 6AF, United Kingdom","(51.47571512303318, -0.10520401988351508, 0.0)",51.47571512303318,-0.105204019883515,0.0
932,G85696,Vale Medical Centre,"The Vale Medical Centre, 195-197 Perry Vale, Forest Hill, London, SE23 2JF",SE23 2JF,020 82917007,12490,"London Borough of Lewisham, London, Lewisham, Greater London, England, SE23 2JF, United Kingdom","(51.43546908048258, -0.043650539272385526, 0.0)",51.43546908048258,-0.0436505392723855,0.0
933,G85698,Amersham Vale Training Practice,"Suite 5 Waldron Hlth Ctr, Amersham Vale, New Cross, London, SE14 6LD",SE14 6LD,020 30493600,8382,"London Borough of Lewisham, London, Lewisham, Greater London, England, SE14 6LD, United Kingdom","(51.47671793265806, -0.031701700566136304, 0.0)",51.47671793265806,-0.0317017005661363,0.0
934,G85705,The New Mill Street Surgery,"New Mill Street Surgery, 1 Wolseley Street, London, SE1 2BP",SE1 2BP,020 72521817,9438,"London Borough of Southwark, London, Greater London, England, SE1 2BP, United Kingdom","(51.500707793301956, -0.07114404060568176, 0.0)",51.50070779330196,-0.0711440406056817,0.0
935,G85706,The Old Dairy Health Centre,"The Old Dairy Health Ctr, 19B Croxted Road, West Dulwich, London, SE21 8SZ",SE21 8SZ,020 87618070,12408,"London Borough of Lambeth, London, Brixton, Greater London, England, SE21 8SZ, United Kingdom","(51.436181, -0.0907231, 0.0)",51.436181,-0.09072310000000001,0.0
936,G85708,Dr Curran & Partners,"Clapham Manor Health Ctr., 86 Clapham Manor Street, Clapham, London, SW4 6EB",SW4 6EB,020 74116866,8772,"London Borough of Lambeth, London, Brixton, Greater London, England, SW4 6EB, United Kingdom","(51.46514841696459, -0.13603363155871645, 0.0)",51.465148416964595,-0.1360336315587164,0.0
937,G85711,Deptford Surgery,"Deptford Surgery, 502-504 New Cross Road, Deptford, London, SE14 6TJ",SE14 6TJ,020 86941331,6789,"London Borough of Lewisham, London, Lewisham, Greater London, England, SE14 6TJ, United Kingdom","(51.474912694999894, -0.027273170468731067, 0.0)",51.474912694999894,-0.027273170468731,0.0
938,G85715,The Lister Practice,"101 Peckham Road,  London, SE15 5LJ",SE15 5LJ,020 34745570,8634,"London Borough of Southwark, London, Greater London, England, SE15 5LJ, United Kingdom","(51.47443583882088, -0.0752476685464075, 0.0)",51.47443583882089,-0.0752476685464075,0.0
939,G85716,Oakview Family Practice,"Oakview Family Practice, 190 Shroffold Road, Downham, Bromley, Kent, BR1 5NJ",BR1 5NJ,020 86956677,35120,"London Borough of Lewisham, London, Lewisham, Greater London, England, BR1 5NJ, United Kingdom","(51.42982819287422, 0.007020486936383913, 0.0)",51.42982819287422,0.0070204869363839,0.0
940,G85721,301 East Street Surgery,"301 East Street, Walworth, London, SE17 2SX",SE17 2SX,020 77034550,11108,"London Borough of Southwark, London, Greater London, England, SE17 2SX, United Kingdom","(51.490129093392895, -0.08245183446139366, 0.0)",51.490129093392895,-0.0824518344613936,0.0
941,G85722,Woodlands Health Centre,"Woodlands Health Centre, 4 Edwin Hall Place, London, SE13 6RN",SE13 6RN,020 86986664,11273,"London Borough of Lewisham, London, Lewisham, Greater London, England, SE13 6RN, United Kingdom","(51.44985839091926, -0.005817080178197218, 0.0)",51.449858390919246,-0.0058170801781972,0.0
942,G85724,Edith Cavell Practice,"At Medics, 41 A-C Streatham Hill, London, SW2 4TP",SW2 4TP,020 30495900,14995,"London Borough of Lambeth, London, Brixton, Greater London, England, SW2 4TP, United Kingdom","(51.44126184118232, -0.12461707995489012, 0.0)",51.44126184118232,-0.1246170799548901,0.0
943,G85726,St Giles Surgery Dr Patel,"St.Giles Surgery, 40 St.Giles Road, Camberwell, London, SE5 7RF",SE5 7RF,020 72525145,6114,"London Borough of Southwark, London, Greater London, England, SE5 7RF, United Kingdom","(51.47454601463093, -0.08417099400521096, 0.0)",51.47454601463093,-0.0841709940052109,0.0
944,G85727,Nightingale Surgery,"Nightingale Surgery, Lee Hlth Ctr, 2 Handen Rd, London, SE12 8NP",SE12 8NP,020 30492180,12946,"London Borough of Lewisham, London, Lewisham, Greater London, England, SE12 8NP, United Kingdom","(51.452782170559885, 0.009912609958052413, 0.0)",51.45278217055989,0.0099126099580524,0.0
945,G85736,Deptford Medical Centre,"Deptford Medical Centre, 2 Pearson'S Avenue, New Cross, London, SE14 6TG",SE14 6TG,020 86920033,9956,"London Borough of Lewisham, London, Lewisham, Greater London, England, SE14 6TG, United Kingdom","(51.474534644128724, -0.027089938701885835, 0.0)",51.474534644128724,-0.0270899387018858,0.0
946,H83001,Portland Medical Centre,"Portland Medical Centre, 184 Portland Road, South Norwood, London, SE25 4QB",SE25 4QB,020 86621233,6268,"London Borough of Croydon, London, Croydon, Greater London, England, SE25 4QB, United Kingdom","(51.393127168720824, -0.06707622079733633, 0.0)",51.39312716872082,-0.0670762207973363,0.0
947,H83004,The Farley Road Medical Practice,"53 Farley Road, Selsdon, South Croydon, Surrey, CR2 7NG",CR2 7NG,020 86511222,28147,"Selsdon, London Borough of Croydon, London, Greater London, England, CR2 7NG, United Kingdom","(51.34580368872203, -0.06649804690982775, 0.0)",51.34580368872203,-0.0664980469098277,0.0
948,H83005,Upper Norwood Group Practice,"Chaucer House, 130 Church Road, Upper Norwood, London, SE19 2NT",SE19 2NT,020 87716050,17333,"London Borough of Croydon, London, Croydon, Greater London, England, SE19 2NT, United Kingdom","(51.413307560224794, -0.08481962506235005, 0.0)",51.4133075602248,-0.08481962506235,0.0
949,H83006,New Addington Group Practice,"Parkway Health Centre, Parkway, New Addington, Croydon, Surrey, CR0 0JA",CR0 0JA,01689 808810,10049,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 0JA, United Kingdom","(51.3433947, -0.0182634, 0.0)",51.34339470000001,-0.018263400000000003,0.0
950,H83007,Violet Lane Medical Practice,"Violet Lane Med/Practice, 231 Violet Lane, Croydon, Surrey, CR0 4HN",CR0 4HN,020 86880333,6120,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 4HN, United Kingdom","(51.360365806349286, -0.10797157700334178, 0.0)",51.360365806349286,-0.1079715770033417,0.0
951,H83008,The Addiscombe Surgery,"395A Addiscombe Road, Croydon, Surrey, CR0 7LJ",CR0 7LJ,020 86542200,6503,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 7LJ, United Kingdom","(51.3764716, -0.0603943, 0.0)",51.3764716,-0.0603943,0.0
952,H83009,Norbury Health Centre (02),"Norbury Health Centre, 2B Pollards Hill North, Norbury, London, SW16 4NL",SW16 4NL,020 86796591,7542,"London Borough of Croydon, London, Croydon, Greater London, England, SW16 4NL, United Kingdom","(51.404505382910855, -0.122713631970873, 0.0)",51.40450538291086,-0.12271363197087301,0.0
953,H83010,South Norwood Hill Medical Centre,"South Norwood Hill Med/Ct, 103A South Norwood Hill, London, SE25 6BY",SE25 6BY,020 87710742,11024,"London Borough of Croydon, London, Croydon, Greater London, England, SE25 6BY, United Kingdom","(51.40316949199725, -0.08077179423614783, 0.0)",51.403169491997254,-0.0807717942361478,0.0
954,H83011,North Croydon Medical Centre,"North Croydon Medical Ctr, 518 London Road, Thornton Heath, Surrey, CR7 7HQ",CR7 7HQ,0844 4773485,4269,"Thornton Heath, London, Greater London, England, CR7 7HQ, United Kingdom","(51.387925872710106, -0.11105547014625262, 0.0)",51.387925872710106,-0.1110554701462526,0.0
955,H83012,St. James'S Medical Centre,"St.James'S Medical Centre, 189A St.James'S Road, Croydon, Surrey, CR0 2BZ",CR0 2BZ,020 86845353,21692,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 2BZ, United Kingdom","(51.381776612500005, -0.09298788749999999, 0.0)",51.38177661250001,-0.0929878874999999,0.0
956,H83013,Old Coulsdon Medical Practice,"Old Coulsdon Med Practice, 2A Court Avenue, Old Coulsdon, Surrey, CR5 1HF",CR5 1HF,01737 558288,3809,"London Borough of Croydon, London, Croydon, Greater London, England, CR5 1HF, United Kingdom","(51.306779840000004, -0.11838348000000001, 0.0)",51.30677984,-0.11838348,0.0
957,H83014,Queenhill Medical Practice,"Queenhill Medical Prac, 31 Queenhill Road,Selsdon, South Croydon, Surrey, CR2 8DU",CR2 8DU,020 86511141,7364,"London Borough of Croydon, London, Croydon, Greater London, England, CR2 8DU, United Kingdom","(51.34499017348372, -0.0667907543705364, 0.0)",51.344990173483716,-0.0667907543705364,0.0
958,H83015,Parkside Group Practice,"Parkside Group Practice, 27 Wyche Grove, South Croydon, Surrey, CR2 6EX",CR2 6EX,020 86802588,2968,"London Borough of Croydon, London, Croydon, Greater London, England, CR2 6EX, United Kingdom","(51.3507007, -0.0979964, 0.0)",51.350700700000004,-0.0979964,0.0
959,H83016,Keston Medical Practice,"Purley War Memorial Hosp, 856 Brighton Road, Purley, Surrey, CR8 2YL",CR8 2YL,020 86608292,1990,"London Borough of Croydon, London, Croydon, Greater London, England, CR8 2YL, United Kingdom","(51.34045161375711, -0.11464784959525151, 0.0)",51.340451613757104,-0.1146478495952515,0.0
960,H83017,Brigstock & South Norwood Partnership,"141 Brigstock Road, Thornton Heath, Surrey, CR7 7JN",CR7 7JN,020 86840033,4018,"Thornton Heath, London, Greater London, England, CR7 7JN, United Kingdom","(51.39513644495273, -0.10882621487765305, 0.0)",51.395136444952726,-0.10882621487765301,0.0
961,H83018,Selsdon Park Medical Practice,"Selsdon Park Med.Practice, 97 Addington Rd, Selsdon, South Croydon, Surrey, CR2 8LG",CR2 8LG,020 86570067,3147,"Selsdon, London Borough of Croydon, London, Greater London, England, CR2 8LG, United Kingdom","(51.34240858227742, -0.06457331173973702, 0.0)",51.34240858227742,-0.064573311739737,0.0
962,H83019,Friends Road Medical Practice,"Friends Road Med/Pract, 49 Friends Road, Croydon, Surrey, CR0 1ED",CR0 1ED,020 86880532,29956,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 1ED, United Kingdom","(51.37112439999999, -0.0947884, 0.0)",51.37112439999999,-0.0947884,0.0
963,H83020,Eversley Medical Centre,"Eversley Medical Centre, 501 London Road, Thornton Heath, Surrey, CR7 6AR",CR7 6AR,020 86841172,9794,"Thornton Heath, London, Greater London, England, CR7 6AR, United Kingdom","(51.38851369962177, -0.11191307162560862, 0.0)",51.38851369962178,-0.1119130716256086,0.0
964,H83021,London Road Medical Practice,"London Road Medical Pract, 515 London Road, Thornton Heath, Surrey, CR7 6AR",CR7 6AR,020 82399002,16511,"Thornton Heath, London, Greater London, England, CR7 6AR, United Kingdom","(51.38851369962177, -0.11191307162560862, 0.0)",51.38851369962178,-0.1119130716256086,0.0
965,H83022,Thornton Heath Health Centre,"Thornton Heath Health Ctr, 61A Gillett Road, Thornton Heath, Surrey, CR7 8RL",CR7 8RL,020 86641590,9103,"Thornton Heath, London, Greater London, England, CR7 8RL, United Kingdom","(51.39774503094076, -0.0960934205148494, 0.0)",51.39774503094076,-0.0960934205148494,0.0
966,H83023,Morland Road Surgery,"1 Morland Road, East Croydon, Surrey, CR0 6HA",CR0 6HA,020 86880434,7360,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 6HA, United Kingdom","(51.38197091534372, -0.08335449640336498, 0.0)",51.38197091534372,-0.0833544964033649,0.0
967,H83024,Woodcote Medical,"Woodcote Medical, 32 Foxley Lane, Purley, Surrey, CR8 3EE",CR8 3EE,020 87635620,8310,"London Borough of Croydon, London, Croydon, Greater London, England, CR8 3EE, United Kingdom","(51.34121145, -0.12421555000000001, 0.0)",51.34121145,-0.12421555,0.0
968,H83028,Addington Medical Practice,"Parkway, New Addington, Croydon, Surrey, CR0 0JA",CR0 0JA,01689 849993,4349,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 0JA, United Kingdom","(51.3433947, -0.0182634, 0.0)",51.34339470000001,-0.018263400000000003,0.0
969,H83029,Hartland Way Surgery,"1 Hartland Way, Shirley, Croydon, Surrey, CR0 8RG",CR0 8RG,020 87777215,7079,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 8RG, United Kingdom","(51.37437181893988, -0.04578218083568597, 0.0)",51.374371818939885,-0.0457821808356859,0.0
970,H83030,Broom Road Medical Practice,"23 Broom Road, Shirley, Croydon, Surrey, CR0 8NG",CR0 8NG,020 87775511,7575,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 8NG, United Kingdom","(51.369702933042404, -0.030215270418846214, 0.0)",51.369702933042404,-0.0302152704188462,0.0
971,H83031,The Haling Park Partnership,"96 Brighton Road, South Croydon, Surrey, CR2 6AD",CR2 6AD,020 86880875,14609,"London Borough of Croydon, London, Croydon, Greater London, England, CR2 6AD, United Kingdom","(51.35711258128479, -0.09810896395112967, 0.0)",51.35711258128479,-0.0981089639511296,0.0
972,H83033,Ashburton Park Medical Centre,"Ashburton Park M.Practice, 416 Lower Addiscombe Road, Addiscombe, Surrey, CR0 7AG",CR0 7AG,020 37146868,8328,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 7AG, United Kingdom","(51.3835412, -0.0648266, 0.0)",51.3835412,-0.0648266,0.0
973,H83034,The Whitehorse Practice,"The Whitehorse Practice, 87 Whitehorse Road, Croydon, Surrey, CR0 2JJ",CR0 2JJ,020 86841162,7434,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 2JJ, United Kingdom","(51.386689535029866, -0.09694282369977852, 0.0)",51.38668953502986,-0.0969428236997785,0.0
974,H83037,Auckland Surgery,"Auckland Surgery, 84A Auckland Road, Upper Norwood, London, SE19 2DF",SE19 2DF,020 86535146,57246,"London Borough of Croydon, London, Croydon, Greater London, England, SE19 2DF, United Kingdom","(51.40952981464282, -0.08092247336260928, 0.0)",51.40952981464282,-0.0809224733626092,0.0
975,H83039,Stovell House Surgery,"188 Lower Addiscombe Road, Addiscombe, Croydon, Surrey, CR0 6AH",CR0 6AH,020 86541427,7038,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 6AH, United Kingdom","(51.37889952404404, -0.07537818453904743, 0.0)",51.37889952404404,-0.0753781845390474,0.0
976,H83040,Mitchley Avenue Surgery,"116 Mitchley Avenue, Sanderstead, South Croydon, Surrey, CR2 9HH",CR2 9HH,020 86576565,8593,"London Borough of Croydon, London, Croydon, Greater London, England, CR2 9HH, United Kingdom","(51.329979801364985, -0.0924852420561589, 0.0)",51.32997980136498,-0.0924852420561589,0.0
977,H83042,Leander Road Surgery,"949 London Road, Thornton Heath, Surrey, CR7 6JE",CR7 6JE,020 34578727,8449,"Thornton Heath, London, Greater London, England, CR7 6JE, United Kingdom","(51.39945709651342, -0.11745736039954359, 0.0)",51.39945709651342,-0.1174573603995435,0.0
978,H83043,Shirley Medical Centre,"Shirley Medical Centre, 370 Wickham Rd,Shirley, Croydon, CR0 8BH",CR0 8BH,020 87772066,6532,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 8BH, United Kingdom","(51.375418690000004, -0.04375971, 0.0)",51.37541869,-0.04375971,0.0
979,H83044,East Croydon Medical Centre,"Edridge Road Practice, Impact House,2 Eldrige Rd, Croydon, CR0 1FE",CR0 1FE,020 36574170,3813,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 6SD, United Kingdom","(51.37532032740378, -0.0874543734317567, 0.0)",51.375320327403784,-0.0874543734317567,0.0
980,H83049,Headley Drive Surgery,"117A Headley Drive, New Addington, Croydon, Surrey, CR0 0QL",CR0 0QL,0844 8151201,4783,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 0QL, United Kingdom","(51.353267673851, -0.01594579241858375, 0.0)",51.353267673851,-0.0159457924185837,0.0
981,H83050,The Moorings Medical Practice,"The Moorings Med/Practice, 2A Valley Road, Kenley, Surrey, CR8 5DG",CR8 5DG,020 34177565,3839,"London Borough of Croydon, London, Croydon, Greater London, England, CR8 5DG, United Kingdom","(51.322229485120765, -0.09589251860167866, 0.0)",51.32222948512077,-0.0958925186016786,0.0
982,H83051,Thornton & Valley Park Surgery,"Thornton Road Surgery, 299 Thornton Road, Croydon, Surrey, CR0 3EW",CR0 3EW,020 82519470,2928,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 3EW, United Kingdom","(51.3880411, -0.1207668, 0.0)",51.3880411,-0.12076680000000001,0.0
983,H83052,Bramley Avenue Surgery,"Bramley Avenue Surgery, 1B Bramley Avenue, Coulsdon, Surrey, CR5 2DR",CR5 2DR,020 86600193,6587,"London Borough of Croydon, London, Croydon, Greater London, England, CR5 2DR, United Kingdom","(51.32326303999999, -0.141516, 0.0)",51.32326303999999,-0.141516,0.0
984,H83053,Parchmore Medical Centre,"Parchmore Medical Centre, 97 Parchmore Road, Thornton Heath, Surrey, CR7 8LY",CR7 8LY,020 82514200,8423,"Thornton Heath, London, Greater London, England, CR7 8LY, United Kingdom","(51.402561849651796, -0.10095775288860957, 0.0)",51.402561849651796,-0.1009577528886095,0.0
985,H83608,Brigstock Family Practice,"Brigstock Family Practice, 83 Brigstock Road, Thornton Heath, Surrey, CR7 7JH",CR7 7JH,020 86897800,6691,"Thornton Heath, London, Greater London, England, CR7 7JH, United Kingdom","(51.397290559698675, -0.10355885852274077, 0.0)",51.397290559698675,-0.1035588585227407,0.0
986,H83609,Mersham Medical Centre,"Mersham Medical Centre, 30 Norbury Road, Thornton Heath, Surrey, CR7 8JN",CR7 8JN,020 86531869,2727,"Thornton Heath, London, Greater London, England, CR7 8JN, United Kingdom","(51.40451575, -0.0969204, 0.0)",51.40451575,-0.09692039999999999,0.0
987,H83611,Selhurst Medical Practice,"Selhurst Medical Practice, 27 Selhurst Road, South Norwood, London, SE25 5QA",SE25 5QA,020 86842010,4678,"London Borough of Croydon, London, Croydon, Greater London, England, SE25 5QA, United Kingdom","(51.39001221290021, -0.08896904504278164, 0.0)",51.39001221290021,-0.0889690450427816,0.0
988,H83624,Fairview Medical Centre,"Fairview Medical Centre, 69 Fairview Road, Norbury, London, SW16 5PX",SW16 5PX,0208 7658525,3463,"London Borough of Croydon, London, Croydon, Greater London, England, SW16 5PX, United Kingdom","(51.4107905542924, -0.1243543317214083, 0.0)",51.410790554292404,-0.1243543317214083,0.0
989,H83625,Broughton Corner Family Practice,"Broughton Corner Med Ctr, 87 Thornton Road, Thornton Heath, Surrey, CR7 6BH",CR7 6BH,020 86831277,4068,"Thornton Heath, London, Greater London, England, CR7 6BH, United Kingdom","(51.39078673206403, -0.11960995953698352, 0.0)",51.39078673206403,-0.1196099595369835,0.0
990,H83627,Birdhurst Medical Practice,"Birdhurst Med Practice, 1 Birdhurst Avenue, South Croydon, Surrey, CR2 7DX",CR2 7DX,020 86862070,12056,"London Borough of Croydon, London, Croydon, Greater London, England, CR2 7DX, United Kingdom","(51.3652785887715, -0.09261341624224999, 0.0)",51.365278588771496,-0.0926134162422499,0.0
991,H83631,Greenside Medical Practice,"Greenside Surgery, 88 Greenside Road, Croydon, Surrey, CR0 3PN",CR0 3PN,020 82400072,3517,"London Borough of Croydon, London, Croydon, Greater London, England, CR0 3PN, United Kingdom","(51.384774588473384, -0.11314484580616878, 0.0)",51.384774588473384,-0.1131448458061687,0.0
992,H84002,Park Road Surgery,"The Park Road Surgery, 37 Park Road, Teddington, Middlesex, TW11 0AU",TW11 0AU,020 89775481,15313,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW11 0AU, United Kingdom","(51.4236881, -0.334486, 0.0)",51.4236881,-0.334486,0.0
