,Organisation Code,Name,Postcode,Full Address,Number of patients registered at GP practices in London,loc,Point,Latitude,Longitude,Altitude
900,G85089,Honor Oak Group Practice,SE4 2LA,"Honor Oak Health Centre, 20 Turnham Road, Brockley, London",10123,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
901,G85091,The Three Zero Six Medical Centre,SE22 8LY,"3-Zero-6 Medical Centre, 306 Lordship Lane, London",13803,"London, Westminster, GB, SE22 8LY","(51.450741, -0.076377, 0.0)",51.450741,-0.076377,0.0
902,G85096,The Vale Surgery,SW16 5SE,"The Vale Surgery, Streatham Vale, London",7831,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
903,G85100,Beckett House Practice,SW9 9DL,"Beckett House, Grantham Road, London",13196,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
904,G85102,The Vauxhall Surgery,SE11 5NH,"8 Jonathan Street, Kennington, London",5652,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
905,G85104,Ico Health Group,BR1 5EP,"Moorside Clinic, 7-9 Moorside Road, Bromley, Kent",8715,"Bromley, Kent, GB, BR1 5EP","(51.426793, 0.009935, 0.0)",51.426793,0.009935,0.0
906,G85105,Vesta Road Surgery,SE4 2NH,"Vesta Road Surgery, 58 Vesta Road, London",7954,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
907,G85109,Clapham Park Group Practice,SW4 8JP,"Clapham Park Grp Practice, 72 Clarence Avenue, London",8231,"London, Westminster, GB, SW4 8JP","(51.451908, -0.135209, 0.0)",51.451908,-0.135209,0.0
908,G85114,Wells Park Practice,SE26 6JQ,"Wells Park Practice, 1 Wells Park Road, Sydenham, London",12751,"London, Westminster, GB, SE26 6JQ","(51.430522, -0.063099, 0.0)",51.430522,-0.063099,0.0
909,G85119,Sternhall Lane Surgery,SE15 4NT,"Sternhall Lane Surgery, 12 Sternhall Lane, Peckham, London",9922,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
910,G85120,Triangle Group Practice,SE13 6DQ,"Triangle Group Practice, 2 Morley Road, East Lewisham, London",14961,"London, Westminster, GB, SE13 6DQ","(51.45776, -0.010888, 0.0)",51.45776,-0.010888,0.0
911,G85121,Parkview Surgery,SE6 1AT,"Parkview Surgery, 186 Brownhill Road, Catford, London",8597,"London, Westminster, GB, SE6 1AT","(51.444864, -0.007707, 0.0)",51.444864,-0.007707,0.0
912,G85123,Binfield Road Surgery,SW4 6TB,"Binfield Road Surgery, 1 Binfield Road, Kennington, London",5997,"London, Westminster, GB, SW4 6TB","(51.474471, -0.125606, 0.0)",51.474471,-0.125606,0.0
913,G85124,Bellingham Green Surgery,SE6 3JB,"The Bellingham Green Surg, 24 Bellingham Green, Catford, London",10607,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
914,G85125,Park Medical Centre,SE16 2PE,"Park Medical Centre, 57 Hawkstone Road, London",13390,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
915,G85127,The Corner Surgery,SE5 9NS,"The Corner Surgery, 99 Coldharbour Lane, East Brixton, London",11685,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
916,G85129,The Deerbrook Surgery,SE27 9AW,"The Deerbrook Surgery, 216 Norwood Road, London",7324,"London, Westminster, GB, SE27 9AW","(51.438343, -0.10638, 0.0)",51.438343,-0.10638,0.0
917,G85130,Mawbey Group Practice,SW8 2UD,"Mawbey Brough Hlth Ctre, 39 Wilcox Close, London",4861,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
918,G85132,Tessa Jowell GP Surgery,SE22 8EY,"Tessa Jowell Health Ctr, 72H East Dulwich Grove, London",14425,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
919,G85134,The Lister Primary Care Centre,SE15 5LJ,"Lister Primary Care Ctre, 101 Peckham Road, London",5865,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
920,G85135,Minet Green Health Practice,SW9 6AF,"Akerman Health Centre, 60 Patmos Road, London",5076,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
921,G85136,Waterloo Health Centre,SE1 7RJ,"Waterloo Health Centre, 5 Lower Marsh, Waterloo, London",7586,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
922,G85137,Brockwell Park Surgery,SE24 9AE,"Brockwell Park Surgery, 117 Norwood Road, Norwood, London",9901,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
923,G85138,Albion Street Group Practice,SE16 7JX,"The Albion Street Hth Ctr, 87 Albion Street, Rotherhithe, London",9060,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
924,G85623,Bermondsey Spa Medical Centre,SE16 4BL,"Eyot House, 50 Old Jamaica Road, London",7921,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
925,G85632,The Villa Street Medical Centre,SE17 2EL,"The Villa Street Med Ctr, 47 Villa Street, London",2589,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
926,G85633,Novum Health Partnership,SE6 4JH,"The Primary Care Centre, Hawstead Road, Lewisham, London",9868,"London, Westminster, GB, SE6 4JH","(51.449319, -0.018019, 0.0)",51.449319,-0.018019,0.0
927,G85642,Blackfriars Medical Practice,SE1 8EE,"Blackfriars Medical Pract, 45 Colombo Street, London",5553,"London, Westminster, GB, SE1 8EE","(51.505365, -0.10575, 0.0)",51.505365,-0.10575,0.0
928,G85644,The Gardens Surgery,SE22 9QU,"The Surgery, The Gardens, London",9399,"London, Westminster, GB, SE22 9QU","(51.460629, -0.06682, 0.0)",51.460629,-0.06682,0.0
929,G85647,The Exchange Surgery,SW16 2ST,"The Exchange Surgery, 2-8 Gracefield Gardens, Streatham, London",3575,"London, Westminster, GB, SW16 2ST","(51.432463, -0.126577, 0.0)",51.432463,-0.126577,0.0
930,G85651,The Dulwich Medical Centre,SE22 9EP,"The Dulwich Medical Ctr, 163-169 Crystal Palace Rd, East Dulwich, London",4607,"London, Westminster, GB, SE22 9EP","(51.455455, -0.072062, 0.0)",51.455455,-0.072062,0.0
931,G85662,The Streatham Hill Group Practice,SW16 2PG,"Streatham Hill Group Prac, 6 Leigham Court Road, London",1656,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
932,G85673,Springfield Medical Centre,SW8 2SH,"Springfield Medical Ctr, 110 Union Road, Stockwell, London",2369,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
933,G85674,Grafton Square Surgery,SW4 0DE,"8B Grafton Square, Clapham, London",11640,"London, Westminster, GB, SW4 0DE","(51.464315, -0.139526, 0.0)",51.464315,-0.139526,0.0
934,G85681,The Lordship Lane Surgery,SE22 8JN,"The Lordship Lane Surgery, 417 Lordship Lane, East Dulwich, London",12492,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
935,G85685,The Nunhead Surgery,SE15 3LY,"The Nunhead Surgery, 58 Nunhead Grove, Nunhead, London",8367,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
936,G85690,Herne Hill Road Medical Practice,SE24 0AU,"Herne Hill Road Med Pract, 1-3 Herne Hill Road, London",9463,"London, Westminster, GB, SE24 0AU","(51.465334, -0.101016, 0.0)",51.465334,-0.101016,0.0
937,G85695,Akerman Medical Practice,SW9 6AF,"Akerman Health Centre, 60 Patmos Road, London",12502,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
938,G85696,Vale Medical Centre,SE23 2JF,"The Vale Medical Centre, 195-197 Perry Vale, Forest Hill, London",8727,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
939,G85698,Amersham Vale Training Practice,SE14 6LD,"Suite 5 Waldron Hlth Ctr, Amersham Vale, New Cross, London",6780,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
940,G85705,The New Mill Street Surgery,SE1 2BP,"New Mill Street Surgery, 1 Wolseley Street, London",8621,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
941,G85706,The Old Dairy Health Centre,SE21 8SZ,"The Old Dairy Health Ctr, 19B Croxted Road, West Dulwich, London",35127,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
942,G85708,Dr Curran & Partners,SW4 6EB,"Clapham Manor Health Ctr., 86 Clapham Manor Street, Clapham, London",11066,"London, Westminster, GB, SW4 6EB","(51.465149, -0.136008, 0.0)",51.465149,-0.136008,0.0
943,G85711,Deptford Surgery,SE14 6TJ,"Deptford Surgery, 502-504 New Cross Road, Deptford, London",11261,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
944,G85715,The Lister Practice,SE15 5LJ,"101 Peckham Road,  London",14983,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
945,G85716,Oakview Family Practice,BR1 5NJ,"Oakview Family Practice, 190 Shroffold Road, Downham, Bromley, Kent",6129,"Bromley, Kent, GB, BR1 5NJ","(51.429828, 0.007047, 0.0)",51.429828,0.007047,0.0
946,G85721,301 East Street Surgery,SE17 2SX,"301 East Street, Walworth, London",12948,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
947,G85722,Woodlands Health Centre,SE13 6RN,"Woodlands Health Centre, 4 Edwin Hall Place, London",9926,"London, Westminster, GB, SE13 6RN","(51.449733, -0.005307, 0.0)",51.449733,-0.005307,0.0
948,G85724,Edith Cavell Practice,SW2 4TP,"At Medics, 41 A-C Streatham Hill, London",6309,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
949,G85726,St Giles Surgery Dr Patel,SE5 7RF,"St.Giles Surgery, 40 St.Giles Road, Camberwell, London",28160,"London, Westminster, GB, SE5 7RF","(51.474547, -0.084145, 0.0)",51.474547,-0.084145,0.0
950,G85727,Nightingale Surgery,SE12 8NP,"Nightingale Surgery, Lee Hlth Ctr, 2 Handen Rd, London",17379,"London, Westminster, GB, SE12 8NP","(51.452782, 0.009939, 0.0)",51.452782,0.009939,0.0
951,G85736,Deptford Medical Centre,SE14 6TG,"Deptford Medical Centre, 2 Pearson'S Avenue, New Cross, London",10061,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
952,H83001,Portland Medical Centre,SE25 4QB,"Portland Medical Centre, 184 Portland Road, South Norwood, London",6102,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
953,H83004,The Farley Road Medical Practice,CR2 7NG,"53 Farley Road, Selsdon, South Croydon, Surrey",6448,"Croydon, Surrey, GB, CR2 7NG","(51.345803, -0.066472, 0.0)",51.345803,-0.066472,0.0
954,H83005,Upper Norwood Group Practice,SE19 2NT,"Chaucer House, 130 Church Road, Upper Norwood, London",7520,"London, Westminster, GB, SE19 2NT","(51.413307, -0.084794, 0.0)",51.413307,-0.084794,0.0
955,H83006,New Addington Group Practice,CR0 0JA,"Parkway Health Centre, Parkway, New Addington, Croydon, Surrey",10946,"Croydon, Surrey, GB, CR0 0JA","(51.344337, -0.018516, 0.0)",51.344337,-0.018516,0.0
956,H83007,Violet Lane Medical Practice,CR0 4HN,"Violet Lane Med/Practice, 231 Violet Lane, Croydon, Surrey",4315,"Croydon, Surrey, GB, CR0 4HN","(51.360365, -0.107946, 0.0)",51.360365,-0.107946,0.0
957,H83008,The Addiscombe Surgery,CR0 7LJ,"395A Addiscombe Road, Croydon, Surrey",21544,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
958,H83009,Norbury Health Centre (02),SW16 4NL,"Norbury Health Centre, 2B Pollards Hill North, Norbury, London",3836,"London, Westminster, GB, SW16 4NL","(51.404505, -0.122687, 0.0)",51.404505,-0.122687,0.0
959,H83010,South Norwood Hill Medical Centre,SE25 6BY,"South Norwood Hill Med/Ct, 103A South Norwood Hill, London",7379,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
960,H83011,North Croydon Medical Centre,CR7 7HQ,"North Croydon Medical Ctr, 518 London Road, Thornton Heath, Surrey",2914,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
961,H83012,St. James'S Medical Centre,CR0 2BZ,"St.James'S Medical Centre, 189A St.James'S Road, Croydon, Surrey",2021,"Croydon, Surrey, GB, CR0 2BZ","(51.381898, -0.093191, 0.0)",51.381898,-0.093191,0.0
962,H83013,Old Coulsdon Medical Practice,CR5 1HF,"Old Coulsdon Med Practice, 2A Court Avenue, Old Coulsdon, Surrey",4025,"Coulsdon, Surrey, GB, CR5 1HF","(51.30662, -0.117803, 0.0)",51.30662,-0.117803,0.0
963,H83014,Queenhill Medical Practice,CR2 8DU,"Queenhill Medical Prac, 31 Queenhill Road,Selsdon, South Croydon, Surrey",3168,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
964,H83015,Parkside Group Practice,CR2 6EX,"Parkside Group Practice, 27 Wyche Grove, South Croydon, Surrey",30004,"Croydon, Surrey, GB, CR2 6EX","(51.350644, -0.098523, 0.0)",51.350644,-0.098523,0.0
965,H83016,Keston Medical Practice,CR8 2YL,"Purley War Memorial Hosp, 856 Brighton Road, Purley, Surrey",9767,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
966,H83017,Brigstock & South Norwood Partnership,CR7 7JN,"141 Brigstock Road, Thornton Heath, Surrey",16278,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
967,H83018,Selsdon Park Medical Practice,CR2 8LG,"Selsdon Park Med.Practice, 97 Addington Rd, Selsdon, South Croydon, Surrey",9124,"Croydon, Surrey, GB, CR2 8LG","(51.342408, -0.064547, 0.0)",51.342408,-0.064547,0.0
968,H83019,Friends Road Medical Practice,CR0 1ED,"Friends Road Med/Pract, 49 Friends Road, Croydon, Surrey",7330,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
969,H83020,Eversley Medical Centre,CR7 6AR,"Eversley Medical Centre, 501 London Road, Thornton Heath, Surrey",8372,"Thornton Heath, Surrey, GB, CR7 6AR","(51.388513, -0.111888, 0.0)",51.388513,-0.111888,0.0
970,H83021,London Road Medical Practice,CR7 6AR,"London Road Medical Pract, 515 London Road, Thornton Heath, Surrey",4268,"Thornton Heath, Surrey, GB, CR7 6AR","(51.388513, -0.111888, 0.0)",51.388513,-0.111888,0.0
971,H83022,Thornton Heath Health Centre,CR7 8RL,"Thornton Heath Health Ctr, 61A Gillett Road, Thornton Heath, Surrey",7037,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
972,H83023,Morland Road Surgery,CR0 6HA,"1 Morland Road, East Croydon, Surrey",7559,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
973,H83024,Woodcote Medical,CR8 3EE,"Woodcote Medical, 32 Foxley Lane, Purley, Surrey",14594,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
974,H83028,Addington Medical Practice,CR0 0JA,"Parkway, New Addington, Croydon, Surrey",8332,"Croydon, Surrey, GB, CR0 0JA","(51.344337, -0.018516, 0.0)",51.344337,-0.018516,0.0
975,H83029,Hartland Way Surgery,CR0 8RG,"1 Hartland Way, Shirley, Croydon, Surrey",7416,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
976,H83030,Broom Road Medical Practice,CR0 8NG,"23 Broom Road, Shirley, Croydon, Surrey",57523,"Croydon, Surrey, GB, CR0 8NG","(51.369777, -0.030248, 0.0)",51.369777,-0.030248,0.0
977,H83031,The Haling Park Partnership,CR2 6AD,"96 Brighton Road, South Croydon, Surrey",6976,"Croydon, Surrey, GB, CR2 6AD","(51.357112, -0.098083, 0.0)",51.357112,-0.098083,0.0
978,H83033,Ashburton Park Medical Centre,CR0 7AG,"Ashburton Park M.Practice, 416 Lower Addiscombe Road, Addiscombe, Surrey",8617,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
979,H83034,The Whitehorse Practice,CR0 2JJ,"The Whitehorse Practice, 87 Whitehorse Road, Croydon, Surrey",8479,"Croydon, Surrey, GB, CR0 2JJ","(51.385869, -0.097366, 0.0)",51.385869,-0.097366,0.0
980,H83037,Auckland Surgery,SE19 2DF,"Auckland Surgery, 84A Auckland Road, Upper Norwood, London",6516,"London, Westminster, GB, SE19 2DF","(51.409529, -0.080896, 0.0)",51.409529,-0.080896,0.0
981,H83039,Stovell House Surgery,CR0 6AH,"188 Lower Addiscombe Road, Addiscombe, Croydon, Surrey",3781,"Croydon, Surrey, GB, CR0 6AH","(51.378872, -0.075354, 0.0)",51.378872,-0.075354,0.0
982,H83040,Mitchley Avenue Surgery,CR2 9HH,"116 Mitchley Avenue, Sanderstead, South Croydon, Surrey",4757,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
983,H83042,Leander Road Surgery,CR7 6JE,"949 London Road, Thornton Heath, Surrey",3860,"Thornton Heath, Surrey, GB, CR7 6JE","(51.399457, -0.117431, 0.0)",51.399457,-0.117431,0.0
984,H83043,Shirley Medical Centre,CR0 8BH,"Shirley Medical Centre, 370 Wickham Rd,Shirley, Croydon",2918,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
985,H83044,East Croydon Medical Centre,CR0 6SD,"East Croydon Medical Ctr., 59 Addiscombe Road, East Croydon, Surrey",6782,"Croydon, Surrey, GB, CR0 6SD","(51.37532, -0.087429, 0.0)",51.37532,-0.087429,0.0
986,H83049,Headley Drive Surgery,CR0 0QL,"117A Headley Drive, New Addington, Croydon, Surrey",8359,"Croydon, Surrey, GB, CR0 0QL","(51.353268, -0.015919, 0.0)",51.353268,-0.015919,0.0
987,H83050,The Moorings Medical Practice,CR8 5DG,"The Moorings Med/Practice, 2A Valley Road, Kenley, Surrey",6681,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
988,H83051,Thornton & Valley Park Surgery,CR0 3EW,"Thornton Road Surgery, 299 Thornton Road, Croydon, Surrey",2726,"Croydon, Surrey, GB, CR0 3EW","(51.38887, -0.120683, 0.0)",51.38887,-0.120683,0.0
989,H83052,Bramley Avenue Surgery,CR5 2DR,"Bramley Avenue Surgery, 1B Bramley Avenue, Coulsdon, Surrey",4666,"Coulsdon, Surrey, GB, CR5 2DR","(51.323233, -0.141681, 0.0)",51.323233,-0.141681,0.0
990,H83053,Parchmore Medical Centre,CR7 8LY,"Parchmore Medical Centre, 97 Parchmore Road, Thornton Heath, Surrey",3471,"Thornton Heath, Surrey, GB, CR7 8LY","(51.401487, -0.100556, 0.0)",51.401487,-0.100556,0.0
991,H83608,Brigstock Family Practice,CR7 7JH,"Brigstock Family Practice, 83 Brigstock Road, Thornton Heath, Surrey",4040,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
992,H83609,Mersham Medical Centre,CR7 8JN,"Mersham Medical Centre, 30 Norbury Road, Thornton Heath, Surrey",11872,"Thornton Heath, Surrey, GB, CR7 8JN","(51.404546, -0.096763, 0.0)",51.404546,-0.096763,0.0
993,H83611,Selhurst Medical Practice,SE25 5QA,"Selhurst Medical Practice, 27 Selhurst Road, South Norwood, London",3514,"London, Westminster, GB, SE25 5QA","(51.390012, -0.088944, 0.0)",51.390012,-0.088944,0.0
994,H83624,Fairview Medical Centre,SW16 5PX,"Fairview Medical Centre, 69 Fairview Road, Norbury, London",15059,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
995,H83625,Broughton Corner Family Practice,CR7 6BH,"Broughton Corner Med Ctr, 87 Thornton Road, Thornton Heath, Surrey",12165,"Thornton Heath, Surrey, GB, CR7 6BH","(51.390786, -0.119584, 0.0)",51.390786,-0.119584,0.0
996,H83627,Birdhurst Medical Practice,CR2 7DX,"Birdhurst Med Practice, 1 Birdhurst Avenue, South Croydon, Surrey",3427,"Croydon, Surrey, GB, CR2 7DX","(51.365278, -0.092588, 0.0)",51.365278,-0.092588,0.0
997,H83631,Greenside Medical Practice,CR0 3PN,"Greenside Surgery, 88 Greenside Road, Croydon, Surrey",14105,"Croydon, Surrey, GB, CR0 3PN","(51.384774, -0.113119, 0.0)",51.384774,-0.113119,0.0
998,H84002,Brockbank (Park Road),TW11 0AU,"The Park Road Surgery, 37 Park Road, Teddington, Middlesex",9558,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
999,H84005,Bates (Parkshot Medical Practice),TW9 2RG,"18 Parkshot, Richmond, Surrey",5999,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1000,H84006,Richmond Medical Group,SW14 8LP,"Sheen Lane Health Centre, 70 Sheen Lane, East Sheen, London",13150,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1001,H84007,Jackson (Acorn),TW1 4EA,"The Acorn Group Practice, 29-35 Holly Road, Twickenham, Middlesex",12302,"Twickenham, Richmond upon Thames, GB, TW1 4EA","(51.447134, -0.329168, 0.0)",51.447134,-0.329168,0.0
1002,H84010,Canbury Medical Centre,KT2 6HR,"Canbury Medical Centre, 1 Elm Road, Kingston-Upon-Thames, Surrey",32580,"Kingston Upon Thames, Surrey, GB, KT2 6HR","(51.414337, -0.297173, 0.0)",51.414337,-0.297173,0.0
1003,H84012,York Medical Practice,TW1 3PA,"The York Medical Practice, St.John'S H/Ctr,Oak Lane, Twickenham, Middlesex",4282,"Twickenham, Richmond upon Thames, GB, TW1 3PA","(51.449051, -0.325457, 0.0)",51.449051,-0.325457,0.0
1004,H84014,Lee (Paradise Road),TW9 1SA,"Paradise Road Surgery, 37 Paradise Road, Richmond Upon Thames, Surrey",9814,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1005,H84015,Brunswick Surgery,KT6 6EZ,"Brunswick Surgery, Surbiton Hth Ctr,Ewell Rd, Surbiton, Surrey",8574,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1006,H84016,The Groves Medical Centre,KT3 3TX,"The Groves Medical Centre, 171 Clarence Avenue, New Malden, Surrey",5459,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1007,H84017,Hudson (Seymour House),TW9 1UU,"Seymour House Surgery, 154 Sheen Road, Richmond, Surrey",4542,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1008,H84018,Bhatia (Broad Lane),TW12 3AX,"71 Broad Lane, Hampton, Middlesex",11,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1009,H84020,Fairhill Medical Practice,KT2 7PX,"Fairhill Medical Practice, 81 Kingston Hill, Kingston-Upon-Thames, Surrey",4276,"Kingston Upon Thames, Surrey, GB, KT2 7PX","(51.417059, -0.282834, 0.0)",51.417059,-0.282834,0.0
1010,H84023,Flood (Essex House),SW13 0LW,"Essex House, Station Road, Barnes, London",2321,"London, Westminster, GB, SW13 0LW","(51.472734, -0.247669, 0.0)",51.472734,-0.247669,0.0
1011,H84025,Hook Surgery,KT9 2GY,"Hook Surg,Merritt Med Ctr, Merritt Gardens, Chessington, Surrey",4037,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1012,H84027,Churchill Medical Centre,KT2 6PG,"The Churchill Med Ctr, Clifton Road, Kingston-Upon-Thames, Surrey",2844,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1013,H84030,Central Surgery,KT6 6EZ,"Central Surgery, Surbiton Hth Ctr,Ewell Rd, Surbiton, Surrey",6612,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1014,H84031,Jubilee Surgery,TW2 6JL,"Whitton Corner H&Scc, Percy Road, Whitton, Middlesex",2613,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1015,H84032,O'Flynn (Hampton Wick),KT1 4DY,"Hampton Wick Surgery, 26 Upper Teddington Road, Hampton Wick, Surrey",1951,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1016,H84033,St Albans Medical Centre,KT2 5HF,"212 Richmond Road, Kingston-Upon-Thames, Surrey",2383,"Kingston Upon Thames, Surrey, GB, KT2 5HF","(51.421949, -0.302457, 0.0)",51.421949,-0.302457,0.0
1017,H84034,The Orchard Practice,KT9 1AG,"Gosbury Hill Health Ctr., Orchard Gardens, Chessington, Surrey",2700,"Chessington, Surrey, GB, KT9 1AG","(51.369115, -0.303519, 0.0)",51.369115,-0.303519,0.0
1018,H84039,O'Donnell (Cross Deep),TW1 4QP,"Cross Deep Surg & Med Ctr, 4 Cross Deep, Twickenham, Middlesex",1966,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1019,H84040,Hampton Medical Centre,TW12 2PB,"Hampton Medical Centre, Lansdowne, 49A Priory Rd, Hampton, Middlesex",3075,"Hampton, Richmond upon Thames, GB, TW12 2PB","(51.418512, -0.372639, 0.0)",51.418512,-0.372639,0.0
1020,H84041,The Vineyard Surgery,TW10 6PP,"The Vineyard Surgery, 35 The Vineyard, Richmond, Surrey",17028,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1021,H84042,Holmwood Corner Surgery,KT3 6DR,"Holmwood Corner Surgery, 134 Malden Road, New Malden, Surrey",9739,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1022,H84044,Sood (The Green & Fir Road),TW2 5TU,"The Green Surgery, 1B The Green, Twickenham, Middlesex",13564,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1023,H84048,Johal (Twickenham Park),TW1 2AR,"Twickenham Park Surgery, 17 Rosslyn Road, Twickenham, Middlesex",20681,"Twickenham, Richmond upon Thames, GB, TW1 2AR","(51.454974, -0.315207, 0.0)",51.454974,-0.315207,0.0
1024,H84050,Chessington Park Surgery,KT9 2GY,"Merritt Medical Centre, Merritt Gardens, Chessington, Surrey",14872,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1025,H84051,Roselawn,KT3 6AA,"Roselawn, 149 Malden Road, New Malden, Surrey",12704,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1026,H84053,Berrylands Surgery,KT6 6EZ,"Berrylands Surgery, Surbiton Hth Ctr,Ewell Rd, Surbiton, Surrey",6607,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1027,H84054,Red Lion Road Surgery,KT6 7QG,"Red Lion Road Surgery, 1A Red Lion Road, Tolworth, Surbiton, Surrey",9203,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1028,H84055,Johnson (Sheen Lane),SW14 8LP,"Sheen Lane Health Centre, 70 Sheen Lane, East Sheen, London",11422,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1029,H84057,Sarajlic (Staines Road),TW2 5AU,"Staines Rd Medical Centre, 325 Staines Road, Twickenham, Middlesex",4477,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1030,H84059,Thameside Medical Practice,TW11 8HU,"Thameside Medical Pract, Thames House, 180 High St, Teddington, Middlesex",10418,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1031,H84060,Smith (Richmond Lock),TW1 1PS,"Richmond Lock Surgery, 300 St Margaret'S Road, Twickenham, Middlesex",12659,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1032,H84061,Kingston Health Centre,KT2 5AD,"Kingston Health Centre, 10 Skerne Road, Kingston Upon Thames, Surrey",7896,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
1033,H84062,Langley Medical Practice,KT6 6EZ,"Langley Medical Practice, Surbiton Hth Ctr,Ewell Rd, Surbiton, Surrey",7954,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
